STATISTIC,REGION,TYPE OF POLICING,POLICING JURISDICTION,Year,Value
Crime Rates,Cariboo,RCMP Provincial,Quesnel Prov,2006,49.68
Crime Rates,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2006,102.14999999999999
Crime Rates,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2006,117.44000000000001
Crime Rates,Metro Vancouver,RCMP Municipal,Richmond Mun,2006,72.77
Crime Rates,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2006,855.6700000000001
Crime Rates,Capital,Independent Municipal,Saanich Mun,2006,56.620000000000005
Crime Rates,Central Kootenay,RCMP Provincial,Salmo Prov,2006,103.69
Crime Rates,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2006,110.39
Crime Rates,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2006,63.6
Crime Rates,Capital,RCMP Provincial,Saltspring Island Prov,2006,60.57
Crime Rates,Strathcona,RCMP Provincial,Sayward Prov,2006,122.1
Crime Rates,Sunshine Coast,RCMP Municipal,Sechelt Mun,2006,101.05
Crime Rates,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2006,52.51
Crime Rates,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2006,131.73999999999998
Crime Rates,Capital,RCMP Municipal,Sidney Mun,2006,61.18
Crime Rates,Capital,RCMP Provincial,Sidney Prov,2006,87.42
Crime Rates,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2006,62.15
Crime Rates,Bulkley Nechako,RCMP Municipal,Smithers Mun,2006,248.87
Crime Rates,Bulkley Nechako,RCMP Provincial,Smithers Prov,2006,60.7
Crime Rates,Capital,RCMP Municipal,Sooke Mun,2006,107.99000000000001
Crime Rates,Capital,RCMP Provincial,Sooke Prov,2006,102.66999999999999
Crime Rates,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2006,131.68
Crime Rates,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2006,121.84
Crime Rates,North Okanagan,RCMP Municipal,Spallumcheen Mun,2006,NA
Crime Rates,Squamish Lillooet,RCMP Municipal,Squamish Mun,2006,179.51
Crime Rates,Squamish Lillooet,RCMP Provincial,Squamish Prov,2006,108.34
Crime Rates,Kitimat Stikine,RCMP Provincial,Stewart Prov,2006,114.92
Crime Rates,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2006,186.23
Crime Rates,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2006,66.08
Crime Rates,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2006,69.11999999999999
Crime Rates,Metro Vancouver,RCMP Municipal,Surrey Mun,2006,113.11999999999999
Crime Rates,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2006,572.97
Crime Rates,Kitimat Stikine,RCMP Municipal,Terrace Mun,2006,214.55
Crime Rates,Kitimat Stikine,RCMP Provincial,Terrace Prov,2006,94.29
Crime Rates,Powell River,RCMP Provincial,Texada Island Prov,2006,68.07
Crime Rates,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2006,109.32
Crime Rates,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2006,220.28
Crime Rates,Kootenay Boundary,RCMP Municipal,Trail Mun,2006,152.05
Crime Rates,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2006,47.41
Crime Rates,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2006,693.55
Crime Rates,Peace River,RCMP Provincial,Tumbler Ridge Prov,2006,202.97
Crime Rates,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2006,170.84
Crime Rates,Metro Vancouver,RCMP Provincial,University Prov,2006,112.48
Crime Rates,Fraser Fort George,RCMP Provincial,Valemount Prov,2006,118.01
Crime Rates,Metro Vancouver,Independent Municipal,Vancouver Mun,2006,107.53
Crime Rates,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2006,115.03
Crime Rates,North Okanagan,RCMP Municipal,Vernon Mun,2006,148.72
Crime Rates,North Okanagan,RCMP Provincial,Vernon Prov,2006,52.13
Crime Rates,Capital,Independent Municipal,Victoria Mun,2006,171.6
Crime Rates,Capital,RCMP Municipal,View Royal Mun,2006,84.47
Crime Rates,Cariboo,RCMP Provincial,Wells Prov,2006,103.35
Crime Rates,Central Okanagan,RCMP Municipal,West Kelowna Mun,2006,NA
Crime Rates,Capital,RCMP Provincial,West Shore Prov,2006,76.78
Crime Rates,Metro Vancouver,Independent Municipal,West Vancouver Mun,2006,58.63
Crime Rates,Squamish Lillooet,RCMP Municipal,Whistler Mun,2006,241.76
Crime Rates,Squamish Lillooet,RCMP Provincial,Whistler Prov,2006,124.16
Crime Rates,Metro Vancouver,RCMP Municipal,White Rock Mun,2006,77.23
Crime Rates,Cariboo,RCMP Municipal,Williams Lake Mun,2006,287.08
Crime Rates,Cariboo,RCMP Provincial,Williams Lake Prov,2006,47.93
Violent Offenses,Fraser Valley,Independent Municipal,Abbotsford Mun,2006,1912.0
Violent Offenses,Fraser Valley,RCMP Provincial,Agassiz Prov,2006,197.0
Violent Offenses,Mount Waddington,RCMP Provincial,Alert Bay Prov,2006,80.0
Violent Offenses,Cariboo,RCMP Provincial,Alexis Creek Prov,2006,170.0
Violent Offenses,Cariboo,RCMP Provincial,Anahim Lake Prov,2006,79.0
Violent Offenses,North Okanagan,RCMP Provincial,Armstrong Prov,2006,109.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2006,123.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Atlin Prov,2006,19.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Barriere Prov,2006,67.0
Violent Offenses,Central Coast,RCMP Provincial,Bella Bella Prov,2006,150.0
Violent Offenses,Central Coast,RCMP Provincial,Bella Coola Prov,2006,95.0
Violent Offenses,Fraser Valley,RCMP Provincial,Boston Bar Prov,2006,30.0
Violent Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2006,86.0
Violent Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2006,34.0
Violent Offenses,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2006,26.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Burnaby Mun,2006,3127.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2006,449.0
Violent Offenses,Strathcona,RCMP Municipal,Campbell River Mun,2006,971.0
Violent Offenses,Strathcona,RCMP Provincial,Campbell River Prov,2006,100.0
Violent Offenses,Central Kootenay,RCMP Municipal,Castlegar Mun,2006,207.0
Violent Offenses,Central Kootenay,RCMP Provincial,Castlegar Prov,2006,56.0
Violent Offenses,Capital,Independent Municipal,Central Saanich Mun,2006,99.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Chase Prov,2006,133.0
Violent Offenses,Peace River,RCMP Provincial,Chetwynd Prov,2006,246.0
Violent Offenses,Fraser Valley,RCMP Municipal,Chilliwack Mun,2006,1435.0
Violent Offenses,Fraser Valley,RCMP Provincial,Chilliwack Prov,2006,58.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Clearwater Prov,2006,72.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Clinton Prov,2006,39.0
Violent Offenses,North Okanagan,RCMP Municipal,Coldstream Mun,2006,46.0
Violent Offenses,East Kootenay,RCMP Provincial,Columbia Valley Prov,2006,237.0
Violent Offenses,Capital,RCMP Municipal,Colwood Mun,2006,166.0
Violent Offenses,Comox Valley,RCMP Municipal,Comox Mun,2006,91.0
Violent Offenses,Comox Valley,RCMP Provincial,Comox Valley Prov,2006,287.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Coquitlam Mun,2006,1500.0
Violent Offenses,Metro Vancouver,RCMP Provincial,Coquitlam Prov,2006,23.0
Violent Offenses,Comox Valley,RCMP Municipal,Courtenay Mun,2006,571.0
Violent Offenses,East Kootenay,RCMP Municipal,Cranbrook Mun,2006,437.0
Violent Offenses,East Kootenay,RCMP Provincial,Cranbrook Prov,2006,50.0
Violent Offenses,Central Kootenay,RCMP Municipal,Creston Mun,2006,NA
Violent Offenses,Central Kootenay,RCMP Provincial,Creston Prov,2006,227.0
Violent Offenses,Peace River,RCMP Municipal,Dawson Creek Mun,2006,334.0
Violent Offenses,Peace River,RCMP Provincial,Dawson Creek Prov,2006,69.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Dease Lake Prov,2006,80.0
Violent Offenses,Metro Vancouver,Independent Municipal,Delta Mun,2006,1130.0
Violent Offenses,Cowichan Valley,RCMP Provincial,Duncan Prov,2006,654.0
Violent Offenses,East Kootenay,RCMP Provincial,Elk Valley Prov,2006,288.0
Violent Offenses,North Okanagan,RCMP Provincial,Enderby Prov,2006,164.0
Violent Offenses,Columbia Shuswap,RCMP Provincial,Falkland Prov,2006,25.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Fort St James Prov,2006,407.0
Violent Offenses,Peace River,RCMP Municipal,Fort St John Mun,2006,718.0
Violent Offenses,Peace River,RCMP Provincial,Fort St John Prov,2006,252.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Fraser Lake Prov,2006,82.0
Violent Offenses,Nanaimo,RCMP Provincial,Gabriola Island Prov,2006,34.0
Violent Offenses,Columbia Shuswap,RCMP Provincial,Golden Prov,2006,139.0
Violent Offenses,Fraser Valley,RCMP Municipal,Hope Mun,2006,174.0
Violent Offenses,Fraser Valley,RCMP Provincial,Hope  Prov,2006,37.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Houston/Granisle Prov,2006,148.0
Violent Offenses,Peace River,RCMP Provincial,Hudson's Hope Prov,2006,15.0
Violent Offenses,Thompson Nicola,RCMP Municipal,Kamloops Mun,2006,2479.0
Violent Offenses,Central Kootenay,RCMP Provincial,Kaslo Prov,2006,57.0
Violent Offenses,Central Okanagan,RCMP Municipal,Kelowna Mun,2006,2323.0
Violent Offenses,Central Okanagan,RCMP Provincial,Kelowna Prov,2006,633.0
Violent Offenses,Fraser Valley,RCMP Municipal,Kent Mun,2006,NA
Violent Offenses,Okanagan Similkameen,RCMP Provincial,Keremeos Prov,2006,62.0
Violent Offenses,East Kootenay,RCMP Municipal,Kimberley Mun,2006,94.0
Violent Offenses,East Kootenay,RCMP Provincial,Kimberley Prov,2006,19.0
Violent Offenses,Kitimat Stikine,RCMP Municipal,Kitimat Mun,2006,185.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Kitimat Prov,2006,21.0
Violent Offenses,Cowichan Valley,RCMP Municipal,Ladysmith Mun,2006,80.0
Violent Offenses,Cowichan Valley,RCMP Provincial,Ladysmith Prov,2006,83.0
Violent Offenses,Central Okanagan,RCMP Municipal,Lake Country Mun,2006,118.0
Violent Offenses,Cowichan Valley,RCMP Provincial,Lake Cowichan Prov,2006,182.0
Violent Offenses,Capital,RCMP Municipal,Langford Mun,2006,461.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Langley City Mun,2006,603.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Langley Township Mun,2006,1149.0
Violent Offenses,Squamish Lillooet,RCMP Provincial,Lillooet Prov,2006,113.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Lisims/Nass Valley Prov,2006,170.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Logan Lake Prov,2006,50.0
Violent Offenses,North Okanagan,RCMP Provincial,Lumby Prov,2006,89.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Lytton Prov,2006,108.0
Violent Offenses,Fraser Fort George,RCMP Provincial,Mackenzie Prov,2006,169.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Maple Ridge Mun,2006,1120.0
Violent Offenses,North Coast Regional District (22),RCMP Provincial,Masset Prov,2006,170.0
Violent Offenses,Fraser Fort George,RCMP Provincial,McBride Prov,2006,33.0
Violent Offenses,Thompson Nicola,RCMP Municipal,Merritt Mun,2006,318.0
Violent Offenses,Thompson Nicola,RCMP Provincial,Merritt Prov,2006,118.0
Violent Offenses,Fraser Valley,RCMP Municipal,Mission Mun,2006,786.0
Violent Offenses,Fraser Valley,RCMP Provincial,Mission Prov,2006,93.0
Violent Offenses,Central Kootenay,RCMP Provincial,Nakusp Prov,2006,43.0
Violent Offenses,Nanaimo,RCMP Municipal,Nanaimo Mun,2006,2225.0
Violent Offenses,Nanaimo,RCMP Provincial,Nanaimo Prov,2006,174.0
Violent Offenses,Central Kootenay,Independent Municipal,Nelson Mun,2006,162.0
Violent Offenses,Central Kootenay,RCMP Provincial,Nelson Prov,2006,106.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,New Hazelton Prov,2006,330.0
Violent Offenses,Metro Vancouver,Independent Municipal,New Westminster Mun,2006,1437.0
Violent Offenses,Strathcona,RCMP Provincial,Nootka Sound Prov,2006,66.0
Violent Offenses,Cowichan Valley,RCMP Municipal,North Cowichan Mun,2006,500.0
Violent Offenses,Capital,RCMP Municipal,North Saanich Mun,2006,58.0
Violent Offenses,Metro Vancouver,RCMP Municipal,North Vancouver City Mun,2006,772.0
Violent Offenses,Metro Vancouver,RCMP Municipal,North Vancouver District Mun,2006,660.0
Violent Offenses,Metro Vancouver,RCMP Provincial,North Vancouver Prov,2006,73.0
Violent Offenses,Northern Rockies,RCMP Municipal,Northern Rockies Mun,2006,NA
Violent Offenses,Northern Rockies,RCMP Provincial,Northern Rockies Prov,2006,358.0
Violent Offenses,Capital,Independent Municipal,Oak Bay Mun,2006,47.0
Violent Offenses,Nanaimo,RCMP Provincial,Oceanside Prov,2006,303.0
Violent Offenses,Cariboo,RCMP Provincial,One Hundred Mile House Prov,2006,290.0
Violent Offenses,Capital,RCMP Provincial,Outer Gulf  Islands Prov,2006,53.0
Violent Offenses,Nanaimo,RCMP Municipal,Parksville Mun,2006,205.0
Violent Offenses,Central Okanagan,RCMP Municipal,Peachland Mun,2006,NA
Violent Offenses,Squamish Lillooet,RCMP Provincial,Pemberton Prov,2006,58.0
Violent Offenses,Okanagan Similkameen,RCMP Municipal,Penticton Mun,2006,776.0
Violent Offenses,Okanagan Similkameen,RCMP Provincial,Penticton Prov,2006,138.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Pitt Meadows Mun,2006,201.0
Violent Offenses,Alberni Clayoquot,RCMP Municipal,Port Alberni Mun,2006,727.0
Violent Offenses,Alberni Clayoquot,RCMP Provincial,Port Alberni Prov,2006,136.0
Violent Offenses,Mount Waddington,RCMP Provincial,Port Alice Prov,2006,24.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Port Coquitlam Mun,2006,791.0
Violent Offenses,Mount Waddington,RCMP Provincial,Port Hardy Prov,2006,357.0
Violent Offenses,Mount Waddington,RCMP Provincial,Port McNeill Prov,2006,112.0
Violent Offenses,Metro Vancouver,Independent Municipal,Port Moody Mun,2006,227.0
Violent Offenses,Powell River,RCMP Municipal,Powell River Mun,2006,286.0
Violent Offenses,Powell River,RCMP Provincial,Powell River Prov,2006,140.0
Violent Offenses,Fraser Fort George,RCMP Municipal,Prince George Mun,2006,2734.0
Violent Offenses,Fraser Fort George,RCMP Provincial,Prince George Prov,2006,132.0
Violent Offenses,North Coast Regional District (22),RCMP Municipal,Prince Rupert Mun,2006,739.0
Violent Offenses,North Coast Regional District (22),RCMP Provincial,Prince Rupert Prov,2006,110.0
Violent Offenses,Okanagan Similkameen,RCMP Provincial,Princeton Prov,2006,100.0
Violent Offenses,Strathcona,RCMP Provincial,Quadra Island Prov,2006,77.0
Violent Offenses,Nanaimo,RCMP Municipal,Qualicum Beach Mun,2006,60.0
Violent Offenses,North Coast Regional District (22),RCMP Provincial,Queen Charlotte Prov,2006,92.0
Violent Offenses,Cariboo,RCMP Municipal,Quesnel Mun,2006,564.0
Violent Offenses,Cariboo,RCMP Provincial,Quesnel Prov,2006,186.0
Violent Offenses,Columbia Shuswap,RCMP Municipal,Revelstoke Mun,2006,159.0
Violent Offenses,Columbia Shuswap,RCMP Provincial,Revelstoke Prov,2006,10.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Richmond Mun,2006,1720.0
Violent Offenses,Metro Vancouver,RCMP Provincial,Ridge Meadows Prov,2006,21.0
Violent Offenses,Capital,Independent Municipal,Saanich Mun,2006,892.0
Violent Offenses,Central Kootenay,RCMP Provincial,Salmo Prov,2006,50.0
Violent Offenses,Columbia Shuswap,RCMP Municipal,Salmon Arm Mun,2006,324.0
Violent Offenses,Columbia Shuswap,RCMP Provincial,Salmon Arm Prov,2006,126.0
Violent Offenses,Capital,RCMP Provincial,Saltspring Island Prov,2006,149.0
Violent Offenses,Strathcona,RCMP Provincial,Sayward Prov,2006,26.0
Violent Offenses,Sunshine Coast,RCMP Municipal,Sechelt Mun,2006,126.0
Violent Offenses,Cowichan Valley,RCMP Provincial,Shawnigan Lake Prov,2006,163.0
Violent Offenses,Columbia Shuswap,RCMP Provincial,Sicamous Prov,2006,96.0
Violent Offenses,Capital,RCMP Municipal,Sidney Mun,2006,98.0
Violent Offenses,Capital,RCMP Provincial,Sidney Prov,2006,82.0
Violent Offenses,Central Kootenay,RCMP Provincial,Slocan Lake Prov,2006,17.0
Violent Offenses,Bulkley Nechako,RCMP Municipal,Smithers Mun,2006,251.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Smithers Prov,2006,134.0
Violent Offenses,Capital,RCMP Municipal,Sooke Mun,2006,167.0
Violent Offenses,Capital,RCMP Provincial,Sooke Prov,2006,76.0
Violent Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Oliver,2006,128.0
Violent Offenses,Okanagan Similkameen,RCMP Provincial,South Okanagan/Osoyoos,2006,94.0
Violent Offenses,North Okanagan,RCMP Municipal,Spallumcheen Mun,2006,NA
Violent Offenses,Squamish Lillooet,RCMP Municipal,Squamish Mun,2006,460.0
Violent Offenses,Squamish Lillooet,RCMP Provincial,Squamish Prov,2006,31.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Stewart Prov,2006,9.0
Violent Offenses,Squamish Lillooet,First Nations Aboriginal Police Service,Stl'atl'imx FNAPS,2006,222.0
Violent Offenses,Okanagan Similkameen,RCMP Municipal,Summerland Mun,2006,115.0
Violent Offenses,Sunshine Coast,RCMP Provincial,Sunshine Coast Prov,2006,232.0
Violent Offenses,Metro Vancouver,RCMP Municipal,Surrey Mun,2006,8447.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Takla Landing Prov,2006,36.0
Violent Offenses,Kitimat Stikine,RCMP Municipal,Terrace Mun,2006,564.0
Violent Offenses,Kitimat Stikine,RCMP Provincial,Terrace Prov,2006,181.0
Violent Offenses,Powell River,RCMP Provincial,Texada Island Prov,2006,10.0
Violent Offenses,Thompson Nicola,RCMP Provincial,T'Kumlups Prov,2006,149.0
Violent Offenses,Alberni Clayoquot,RCMP Provincial,Tofino Prov,2006,155.0
Violent Offenses,Kootenay Boundary,RCMP Municipal,Trail Mun,2006,178.0
Violent Offenses,Kootenay Boundary,RCMP Provincial,Trail and Greater District,2006,92.0
Violent Offenses,Fraser Fort George,RCMP Provincial,Tsay Keh Dene Prov,2006,112.0
Violent Offenses,Peace River,RCMP Provincial,Tumbler Ridge Prov,2006,100.0
Violent Offenses,Alberni Clayoquot,RCMP Provincial,Ucluelet Prov,2006,91.0
Violent Offenses,Metro Vancouver,RCMP Provincial,University Prov,2006,119.0
Violent Offenses,Fraser Fort George,RCMP Provincial,Valemount Prov,2006,42.0
Violent Offenses,Metro Vancouver,Independent Municipal,Vancouver Mun,2006,11015.0
Violent Offenses,Bulkley Nechako,RCMP Provincial,Vanderhoof Prov,2006,199.0
Violent Offenses,North Okanagan,RCMP Municipal,Vernon Mun,2006,820.0
Violent Offenses,North Okanagan,RCMP Provincial,Vernon Prov,2006,103.0
Violent Offenses,Capital,Independent Municipal,Victoria Mun,2006,2329.0
Violent Offenses,Capital,RCMP Municipal,View Royal Mun,2006,106.0
Violent Offenses,Cariboo,RCMP Provincial,Wells Prov,2006,6.0
Violent Offenses,Central Okanagan,RCMP Municipal,West Kelowna Mun,2006,NA
Violent Offenses,Capital,RCMP Provincial,West Shore Prov,2006,112.0
Violent Offenses,Metro Vancouver,Independent Municipal,West Vancouver Mun,2006,394.0
Violent Offenses,Squamish Lillooet,RCMP Municipal,Whistler Mun,2006,253.0
Violent Offenses,Squamish Lillooet,RCMP Provincial,Whistler Prov,2006,2.0
Violent Offenses,Metro Vancouver,RCMP Municipal,White Rock Mun,2006,221.0
Violent Offenses,Cariboo,RCMP Municipal,Williams Lake Mun,2006,628.0
Violent Offenses,Cariboo,RCMP Provincial,Williams Lake Prov,2006,172.0
Property Offenses,Fraser Valley,Independent Municipal,Abbotsford Mun,2006,9629.0
Property Offenses,Fraser Valley,RCMP Provincial,Agassiz Prov,2006,873.0
Property Offenses,Mount Waddington,RCMP Provincial,Alert Bay Prov,2006,82.0
Property Offenses,Cariboo,RCMP Provincial,Alexis Creek Prov,2006,221.0
Property Offenses,Cariboo,RCMP Provincial,Anahim Lake Prov,2006,67.0
Property Offenses,North Okanagan,RCMP Provincial,Armstrong Prov,2006,385.0
Property Offenses,Thompson Nicola,RCMP Provincial,Ashcroft Prov,2006,261.0
Property Offenses,Kitimat Stikine,RCMP Provincial,Atlin Prov,2006,27.0
Property Offenses,Thompson Nicola,RCMP Provincial,Barriere Prov,2006,158.0
Property Offenses,Central Coast,RCMP Provincial,Bella Bella Prov,2006,195.0
Property Offenses,Central Coast,RCMP Provincial,Bella Coola Prov,2006,169.0
Property Offenses,Fraser Valley,RCMP Provincial,Boston Bar Prov,2006,78.0
Property Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Grand Forks Prov,2006,400.0
Property Offenses,Kootenay Boundary,RCMP Provincial,Boundary/Midway Prov,2006,112.0
Property Offenses,Metro Vancouver,RCMP Provincial,Bowen Island Prov,2006,72.0
Property Offenses,Metro Vancouver,RCMP Municipal,Burnaby Mun,2006,16410.0
Property Offenses,Bulkley Nechako,RCMP Provincial,Burns Lake Prov,2006,409.0
Property Offenses,Strathcona,RCMP Municipal,Campbell River Mun,2006,2718.0
Property Offenses,Strathcona,RCMP Provincial,Campbell River Prov,2006,269.0
Property Offenses,Central Kootenay,RCMP Municipal,Castlegar Mun,2006,647.0
